no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
1,0,0,2,0,0,0,73,2018,4,7,4,0,0,0,90.9,0,0
2,0,1,2,0,0,3,64,2018,12,26,4,0,0,0,111.6,2,1
2,0,2,1,1,0,0,124,2017,8,8,3,0,0,0,94.5,0,0
1,0,0,2,0,0,0,5,2017,11,18,2,1,0,3,65.0,0,1
2,0,0,3,0,0,0,304,2018,11,3,3,0,0,0,89.0,0,0
1,0,1,2,0,0,0,219,2017,9,4,3,0,0,0,76.67,0,1
3,0,1,2,1,0,3,109,2018,10,28,4,0,0,0,174.6,1,0
2,0,2,1,0,0,0,45,2018,1,16,3,0,0,0,60.0,0,1
2,0,0,1,0,0,0,31,2018,1,16,4,0,0,0,78.3,0,0
2,0,0,1,3,0,0,0,2017,8,6,4,0,0,0,81.0,2,1
3,0,0,2,0,0,0,209,2018,8,19,4,0,0,0,133.2,0,0
1,0,1,0,0,0,0,36,2018,10,16,4,0,0,0,107.1,1,0
1,0,0,1,0,0,0,99,2018,2,19,2,0,0,0,81.0,0,1
2,0,2,2,0,0,0,179,2018,7,17,4,0,0,0,90.95,1,1
2,2,2,1,0,0,5,6,2018,12,18,4,0,0,0,148.39,0,1
2,0,2,1,1,0,0,124,2017,8,8,3,0,0,0,94.5,0,0
2,0,2,0,0,0,0,12,2018,9,25,4,0,0,0,149.0,0,0
3,0,2,1,0,0,5,15,2018,10,1,4,0,0,0,182.14,0,1
2,0,0,0,3,0,0,2,2018,5,29,4,0,0,0,0.0,1,1
2,0,1,3,0,0,0,322,2018,5,19,3,0,0,0,80.0,0,0
2,0,1,1,0,0,0,93,2018,6,20,4,0,0,0,126.9,1,1
2,0,2,3,0,0,0,214,2018,8,7,4,0,0,0,90.95,1,1
1,0,0,1,0,0,0,0,2017,9,4,4,0,0,0,143.0,0,1
1,0,3,5,0,0,0,2,2017,8,9,4,0,0,0,80.0,1,1
3,0,0,3,0,0,3,120,2018,9,28,3,0,0,0,146.53,0,1
2,0,0,2,0,0,0,74,2017,9,15,4,0,0,0,89.25,3,1
1,0,2,0,3,0,0,26,2018,10,2,4,0,0,0,134.0,1,1
3,0,0,2,0,0,3,85,2018,10,7,4,0,0,0,151.2,2,1
2,0,2,1,0,0,0,221,2017,10,10,3,0,0,0,65.0,0,1
2,0,1,2,0,0,0,207,2018,12,30,3,0,0,0,95.0,0,1
2,0,0,1,0,0,1,15,2018,8,17,4,0,0,0,109.55,1,1
2,0,1,1,0,0,0,78,2018,4,2,4,0,0,0,87.3,1,1
2,0,0,1,1,0,0,219,2017,9,4,3,0,0,0,108.0,0,0
1,0,2,2,0,0,0,2,2018,5,15,3,0,0,0,66.88,0,1
2,0,0,3,0,0,3,39,2018,3,23,4,0,0,0,121.8,1,0
2,0,0,1,3,0,0,53,2018,5,18,4,0,0,0,89.4,2,1
2,0,1,2,0,0,3,11,2018,2,12,3,1,1,0,93.8,0,1
1,0,0,2,0,0,0,188,2018,6,15,3,0,0,0,130.0,0,0
2,0,2,5,0,0,1,33,2018,1,31,4,0,0,0,71.53,0,1
2,0,0,2,0,0,0,86,2017,9,9,2,0,0,0,100.0,0,1
1,0,0,1,0,0,0,61,2017,10,24,4,0,0,0,80.75,1,1
2,0,1,4,1,0,0,26,2018,4,18,3,0,0,0,133.8,0,1
2,0,0,2,0,0,3,64,2018,9,16,4,0,0,0,149.4,1,1
2,0,1,1,3,0,0,106,2018,7,25,4,0,0,0,94.5,0,0
2,0,1,1,0,0,0,97,2018,3,12,4,0,0,0,78.3,0,0
2,0,2,3,3,0,0,39,2018,8,28,4,0,0,0,100.62,0,1
2,0,1,0,3,0,0,49,2018,7,11,4,0,0,0,93.15,0,0
2,0,0,4,0,0,0,22,2017,10,6,4,0,0,0,115.0,2,1
2,0,0,2,0,0,0,140,2018,7,1,4,0,0,0,96.3,0,0
2,0,0,1,3,0,0,3,2018,8,13,4,0,0,0,168.0,2,1
1,0,0,1,0,0,0,5,2018,5,10,2,1,1,9,65.0,0,1
2,0,1,3,0,0,0,0,2017,9,21,4,0,0,0,145.0,1,1
2,0,2,4,0,0,3,99,2018,4,27,4,0,0,0,107.95,1,1
2,0,0,5,0,0,0,21,2018,2,23,3,0,0,0,87.0,0,1
2,0,1,1,0,0,0,61,2017,10,26,3,0,0,0,72.24,1,1
2,0,0,3,0,0,3,60,2018,3,3,4,0,0,0,87.3,1,0
2,0,0,2,3,0,0,22,2018,2,19,4,0,0,0,81.0,1,1
2,0,2,3,0,0,0,10,2018,12,3,4,0,0,0,89.59,0,1
1,0,2,3,0,0,0,115,2017,7,10,4,0,0,0,68.0,2,0
2,0,2,3,3,0,0,3,2018,5,12,4,0,0,0,121.0,0,1
2,2,1,2,0,0,1,62,2018,3,11,4,0,0,0,139.05,0,0
2,0,2,2,0,0,3,36,2018,6,19,4,0,0,0,87.89,1,1
2,0,2,5,0,0,3,15,2018,5,30,4,0,0,0,128.84,0,0
3,0,2,1,0,0,5,39,2018,1,10,3,0,0,0,88.0,1,1
3,0,2,5,0,0,3,116,2018,8,5,4,0,0,0,145.41,0,0
2,0,0,5,0,0,0,10,2017,8,18,4,0,0,0,90.0,1,1
2,0,0,3,3,0,0,305,2018,12,29,4,0,0,0,79.5,2,0
1,0,0,3,0,0,0,166,2018,11,1,3,0,0,0,110.0,0,0
1,0,0,3,0,0,0,143,2018,8,25,3,0,0,0,90.0,0,1
1,0,2,2,0,0,3,76,2018,11,6,4,0,0,0,145.8,0,0
2,0,2,1,0,0,0,71,2018,7,24,3,0,0,0,72.25,0,1
2,0,2,5,0,0,0,196,2018,7,26,4,0,0,0,66.53,1,1
2,0,0,5,0,0,0,254,2018,10,25,4,0,0,0,90.95,0,0
2,0,1,0,0,1,3,1,2018,1,4,4,0,0,0,106.0,1,1
2,0,0,3,0,0,0,213,2018,6,7,3,0,0,0,130.0,0,0
1,0,0,2,0,0,0,181,2018,10,11,3,0,0,0,120.0,0,0
2,0,2,3,0,0,0,38,2017,12,27,4,0,0,0,119.0,1,1
2,0,1,3,0,0,3,82,2018,4,14,4,0,0,0,103.7,1,0
2,0,0,1,0,0,0,185,2018,8,30,4,0,0,0,96.3,0,0
2,0,0,2,0,0,0,67,2018,1,29,3,0,0,0,57.0,0,1
2,0,2,1,1,0,0,134,2018,11,13,4,0,0,0,124.2,0,0
2,0,0,2,0,0,0,79,2017,11,13,3,0,0,0,75.0,0,1
2,0,0,2,0,0,0,2,2017,9,11,2,0,0,0,100.0,0,1
2,0,1,4,0,0,0,154,2018,6,29,3,0,0,0,72.25,1,1
1,0,0,3,0,0,0,2,2018,3,30,2,1,0,18,65.0,1,1
2,0,1,3,0,0,0,219,2018,10,3,4,0,0,0,102.85,1,0
2,0,0,1,0,0,0,105,2018,4,6,3,0,0,0,75.0,0,0
1,0,0,3,0,0,0,276,2018,9,22,3,0,0,0,95.67,0,1
2,0,0,4,0,0,0,81,2017,12,30,4,0,0,0,110.8,3,1
2,0,2,2,1,0,3,81,2018,4,24,4,0,0,0,111.78,1,1
2,0,1,3,0,0,0,97,2018,3,24,4,0,0,0,64.98,1,1
1,0,0,2,0,0,0,103,2018,4,19,3,0,0,0,115.0,0,0
2,0,2,4,0,0,0,160,2018,4,27,3,0,0,0,90.0,0,0
2,0,2,4,0,0,3,36,2018,3,23,4,0,0,0,125.1,2,0
2,0,0,2,0,0,0,65,2017,10,28,4,0,0,0,97.33,2,1
2,0,0,3,0,0,3,122,2018,6,30,3,0,0,0,97.0,2,1
2,0,2,1,0,0,0,25,2017,10,4,4,0,0,0,80.85,1,1
3,0,2,1,0,0,0,148,2018,8,21,3,0,0,0,96.9,0,0
2,0,2,5,0,0,0,127,2018,8,8,3,0,0,0,86.36,0,1
2,0,2,2,0,0,0,213,2018,10,1,4,0,0,0,102.85,2,0
2,2,2,1,0,0,5,110,2018,7,30,4,0,0,0,168.1,3,1
2,0,2,2,0,0,3,145,2018,7,30,4,0,0,0,116.45,1,1
1,0,0,2,0,0,0,32,2017,11,20,3,0,0,0,73.0,0,1
1,0,0,1,0,0,0,9,2017,9,10,4,0,0,0,95.0,2,1
1,0,1,0,0,0,0,4,2018,3,21,2,1,1,7,65.0,0,1
1,0,0,2,1,0,0,286,2018,9,16,3,0,0,0,91.0,0,1
2,0,0,3,0,0,0,42,2018,11,23,4,0,0,0,78.3,2,1
2,0,0,2,1,0,0,102,2017,10,16,3,0,0,0,109.0,0,1
2,0,2,1,0,0,0,80,2018,4,24,3,0,0,0,75.0,0,1
2,0,2,1,0,0,0,110,2018,4,9,4,0,0,0,93.3,0,1
1,0,2,4,1,0,0,327,2017,9,9,3,0,0,0,76.0,0,1
2,0,0,4,1,0,0,100,2018,9,28,3,0,0,0,140.0,1,1
2,0,0,2,1,0,0,292,2018,7,21,3,0,0,0,115.0,0,0
2,0,0,1,3,0,0,53,2018,12,16,4,0,0,0,79.2,2,1
2,0,0,1,1,0,0,221,2018,8,12,3,0,0,0,96.0,1,1
2,0,1,4,0,0,0,336,2018,9,21,3,0,0,0,78.0,0,1
2,0,0,2,0,0,0,160,2017,8,5,4,0,0,0,76.5,1,1
2,0,1,2,0,0,0,305,2018,11,4,3,0,0,0,89.0,0,0
1,0,1,3,0,0,0,0,2018,6,20,0,0,0,0,95.0,0,0
1,0,1,2,0,0,0,180,2018,10,10,4,0,0,0,120.0,0,0
2,1,1,5,1,0,0,7,2018,3,7,4,0,0,0,169.17,0,0
3,0,0,4,0,0,3,128,2018,9,6,4,0,0,0,162.0,2,1
2,0,0,1,3,0,0,1,2018,10,13,4,0,0,0,120.0,2,1
2,0,0,1,0,1,0,172,2018,11,12,4,0,0,0,99.9,1,1
1,0,1,5,0,0,0,124,2018,3,15,3,0,0,0,46.67,1,1
2,0,0,4,0,0,0,228,2018,10,5,4,0,0,0,102.85,1,0
3,0,1,0,0,0,3,103,2018,10,9,4,0,0,0,151.2,0,0
1,0,1,1,0,0,0,24,2018,6,13,4,0,0,0,89.25,0,1
2,0,2,5,0,0,0,166,2018,8,1,4,0,0,0,99.45,0,0
2,0,1,2,0,0,1,133,2018,3,11,3,0,0,0,75.0,0,0
1,0,0,1,0,0,0,47,2018,4,12,4,0,0,0,99.9,0,0
2,0,2,1,3,0,0,183,2018,10,29,4,0,0,0,80.1,2,0
2,0,2,2,0,0,0,172,2018,6,4,4,0,0,0,100.3,1,0
2,0,0,1,3,1,0,2,2018,10,15,4,0,0,0,149.0,1,1
2,0,0,2,0,0,0,5,2018,5,24,2,0,0,0,110.0,1,1
2,1,0,3,0,0,0,90,2018,7,19,4,0,0,0,124.5,2,1
2,0,1,3,0,0,0,41,2018,4,11,4,0,0,0,105.3,1,1
2,0,2,2,0,0,0,7,2018,8,26,4,0,0,0,143.0,1,1
2,0,0,1,3,0,0,9,2018,7,20,4,0,0,0,108.0,1,1
1,0,0,2,1,0,0,265,2018,6,24,3,0,0,0,90.0,0,1
2,0,2,3,0,0,0,131,2018,6,17,4,0,0,0,105.74,1,1
2,0,0,2,1,0,0,320,2018,8,18,3,0,0,0,115.0,1,0
1,0,1,3,0,0,3,56,2018,9,5,4,0,0,0,123.98,2,1
2,0,1,1,0,0,0,60,2018,11,14,4,0,0,0,93.6,1,1
2,0,0,2,0,0,0,27,2017,9,30,3,0,0,0,108.0,0,1
1,0,0,3,0,0,0,14,2017,9,15,4,0,0,0,114.0,1,1
3,0,1,3,0,0,3,27,2018,7,25,4,0,0,0,182.33,0,0
2,0,0,2,1,0,0,74,2017,9,18,3,0,0,0,109.0,0,1
2,0,0,3,3,0,0,99,2018,3,24,4,0,0,0,85.5,0,1
1,0,2,5,0,0,0,0,2017,11,20,2,0,0,0,95.67,1,1
2,0,2,1,0,0,0,208,2017,11,28,4,0,0,0,72.25,1,0
2,0,0,1,0,0,3,4,2018,5,20,2,0,0,0,90.0,0,0
1,0,0,2,0,0,4,7,2018,7,6,2,1,0,25,106.0,0,1
3,0,0,2,0,0,3,55,2018,6,2,4,0,0,0,159.3,0,0
1,0,0,3,0,0,0,4,2018,2,16,2,1,0,5,65.0,1,1
2,0,1,3,0,0,0,114,2018,8,22,3,0,0,0,72.25,0,1
2,0,1,1,3,0,0,151,2018,7,11,3,0,0,0,63.75,1,0
2,0,1,2,0,0,0,104,2018,9,2,4,0,0,0,138.6,2,1
2,0,2,6,0,0,0,243,2018,9,27,3,0,0,0,80.75,0,1
2,0,1,1,1,0,0,7,2018,5,21,3,0,0,0,56.0,2,1
1,0,0,2,0,0,3,13,2018,6,7,2,0,0,0,110.0,0,1
2,0,0,1,0,0,0,45,2018,10,20,4,0,0,0,107.1,2,1
2,0,2,4,0,0,0,30,2017,9,12,4,0,0,0,105.75,1,1
2,0,0,3,1,0,0,27,2018,12,6,4,0,0,0,142.0,1,1
2,0,1,3,0,0,0,42,2018,11,7,3,0,0,0,75.0,0,1
1,0,0,4,0,0,0,13,2018,4,19,0,0,0,0,95.0,0,1
2,0,1,3,0,0,0,290,2018,12,1,4,0,0,0,73.95,0,0
2,0,2,2,0,0,3,107,2018,11,6,4,0,0,0,117.28,0,1
2,0,0,3,3,0,0,56,2018,12,27,4,0,0,0,98.4,1,1
0,2,2,2,0,0,1,125,2018,10,9,4,0,0,0,110.7,4,1
2,0,2,1,1,0,0,124,2017,8,8,3,0,0,0,94.5,0,1
1,0,2,0,0,0,0,238,2018,11,13,3,0,0,0,55.08,0,0
2,0,0,2,1,0,0,102,2017,10,16,3,0,0,0,109.0,0,1
2,0,1,2,0,0,3,24,2018,9,19,3,0,0,0,107.0,0,1
1,0,0,0,0,0,0,4,2018,2,27,1,0,0,0,0.0,1,1
2,0,0,2,3,0,0,125,2018,11,16,4,0,0,0,79.2,1,1
2,0,1,0,0,0,0,23,2018,9,5,4,0,0,0,93.94,0,0
2,2,2,2,0,0,5,14,2018,2,21,4,0,0,0,147.9,1,1
2,0,0,2,0,0,0,31,2018,9,8,4,0,0,0,135.9,2,1
2,0,0,1,1,0,3,126,2018,12,24,4,0,0,0,136.8,2,0
2,0,0,2,1,0,0,320,2018,8,18,3,0,0,0,115.0,1,0
2,0,1,5,0,0,3,51,2018,5,10,4,0,0,0,132.6,2,1
2,0,1,4,0,0,0,2,2018,2,17,3,0,0,0,70.0,0,1
2,0,1,2,1,0,0,315,2018,9,30,3,0,0,0,160.0,0,0
2,0,2,2,0,0,3,115,2018,8,26,4,0,0,0,131.4,0,0
2,0,2,2,3,0,0,68,2018,4,1,4,0,0,0,75.65,1,0
1,0,0,2,0,0,0,172,2018,6,24,3,0,0,0,95.0,0,0
2,0,0,2,0,0,3,1,2018,4,19,3,0,0,0,107.0,0,1
2,0,0,1,3,0,0,3,2018,9,2,4,0,0,0,129.0,3,1
2,0,1,2,0,0,0,302,2018,9,16,3,0,0,0,100.0,0,0
2,0,0,2,1,0,0,39,2017,8,14,3,0,0,0,101.5,0,1
2,0,0,1,0,1,3,2,2018,5,6,4,0,0,0,167.0,0,1
1,0,1,1,0,0,0,4,2018,9,26,3,0,0,0,98.1,0,0
1,0,1,2,0,0,0,38,2018,3,11,4,0,0,0,76.5,1,0
2,0,0,3,0,0,0,176,2018,9,8,3,0,0,0,125.1,0,0
2,0,2,1,0,0,3,68,2017,11,28,3,0,0,0,60.0,0,1
2,0,2,0,0,0,0,76,2018,9,18,3,0,0,0,102.68,0,0
1,0,0,1,0,0,0,48,2018,3,17,4,0,0,0,76.5,1,0
2,0,1,0,3,0,0,1,2018,10,31,4,0,0,0,140.0,0,1
2,0,0,3,0,0,3,172,2018,8,25,4,0,0,0,109.8,0,0
2,0,0,2,0,1,3,11,2018,11,4,2,0,0,0,65.0,2,1
2,0,2,3,3,0,0,223,2018,9,30,4,0,0,0,73.96,0,0
2,0,2,0,3,0,0,0,2017,8,9,4,0,0,0,96.0,0,1
1,0,0,4,1,0,0,296,2018,9,21,3,0,0,0,96.0,0,1
2,0,2,0,0,0,0,74,2018,9,18,3,0,0,0,102.68,0,1
2,0,0,1,0,0,0,26,2018,6,8,3,0,0,0,120.0,0,1
2,0,1,2,1,0,0,116,2017,9,18,4,0,0,0,96.05,1,0
2,0,0,1,3,0,0,58,2018,10,19,4,0,0,0,108.0,2,1
1,0,0,3,0,0,0,204,2018,5,5,3,0,0,0,90.0,0,0
1,0,0,2,3,0,0,25,2018,2,16,4,0,0,0,56.98,0,0
2,0,1,5,0,0,0,122,2018,4,25,4,0,0,0,66.53,1,1
2,0,1,1,0,0,0,7,2018,3,7,4,0,0,0,103.0,1,1
1,0,0,1,0,0,0,5,2017,10,21,4,0,0,0,0.0,0,1
1,0,1,1,0,0,0,6,2018,5,23,2,0,0,0,65.0,0,1
2,0,0,2,0,0,0,25,2018,1,29,4,0,0,0,78.3,0,0
2,0,0,1,1,0,0,55,2018,4,6,3,0,0,0,104.0,0,1
2,0,1,2,0,0,0,10,2018,10,14,3,0,0,0,129.0,0,1
2,0,1,2,0,0,0,57,2018,8,5,3,0,0,0,85.0,0,1
2,2,1,0,0,0,5,10,2017,8,23,4,0,0,0,153.0,0,1
1,0,0,1,0,0,0,1,2018,2,13,2,0,0,0,79.0,0,1
2,0,0,3,0,0,0,213,2018,6,7,3,0,0,0,130.0,0,0
3,0,2,1,0,0,3,104,2018,5,14,4,0,0,0,159.3,2,1
1,0,0,2,0,0,0,181,2018,10,11,3,0,0,0,120.0,0,0
1,0,0,2,0,0,0,3,2018,12,15,2,1,0,1,79.0,1,1
1,0,0,3,0,0,0,151,2018,1,19,3,0,0,0,80.0,0,1
1,0,0,2,0,0,0,2,2018,11,30,2,1,1,6,65.0,1,1
2,0,2,1,0,0,0,3,2018,4,23,3,0,0,0,47.5,1,1
2,0,2,0,1,0,0,275,2018,4,17,3,0,0,0,110.0,0,0
2,0,2,2,0,0,0,122,2018,4,29,4,0,0,0,95.2,0,0
2,0,2,2,3,0,0,208,2018,7,30,4,0,0,0,80.75,0,0
2,0,0,4,1,0,0,296,2018,9,21,3,0,0,0,117.0,1,0
2,0,1,2,0,0,0,106,2018,11,4,4,0,0,0,90.0,2,0
2,0,1,0,3,0,0,1,2018,5,30,4,0,0,0,119.0,1,1
2,0,0,3,1,0,0,85,2017,9,30,3,0,0,0,125.0,0,1
2,1,0,3,0,1,0,8,2017,9,3,4,0,0,0,140.0,3,1
2,0,0,3,0,0,0,87,2018,6,9,4,0,0,0,97.71,0,1
2,0,2,1,0,0,0,48,2018,3,6,3,0,0,0,40.67,1,1
1,0,0,1,0,0,4,2,2018,5,19,3,0,0,0,181.0,0,1
2,0,4,7,0,0,3,28,2018,6,12,4,0,0,0,93.6,0,1
2,0,0,3,0,0,0,163,2018,7,14,3,0,0,0,112.0,1,0
3,0,2,2,0,0,3,255,2018,12,30,4,0,0,0,123.75,0,1
2,0,2,1,0,0,0,41,2018,3,13,2,0,0,0,85.67,0,1
2,0,0,2,0,0,0,141,2018,8,10,4,0,0,0,114.3,1,1
2,0,0,2,0,0,0,245,2018,6,17,3,0,0,0,75.0,0,0
2,0,0,1,0,0,0,41,2018,4,21,4,0,0,0,81.08,0,0
2,0,0,4,0,0,0,118,2017,8,26,4,0,0,0,58.9,1,0
2,0,1,3,0,0,0,17,2018,10,10,3,0,0,0,85.0,0,1
2,0,1,2,0,0,0,46,2018,7,4,4,0,0,0,117.9,1,1
2,0,0,2,0,0,0,68,2017,9,29,3,0,0,0,65.0,0,1
2,0,0,4,0,0,0,323,2018,5,17,3,0,0,0,70.0,0,0
2,0,2,2,3,0,0,161,2018,4,29,4,0,0,0,95.2,1,1
3,0,1,2,0,0,3,105,2018,8,26,4,0,0,0,150.3,0,0
2,0,1,3,0,0,3,127,2018,9,1,4,0,0,0,143.1,0,0
2,0,1,2,1,0,0,418,2018,9,26,4,0,0,0,107.0,0,0
2,0,2,3,0,0,3,31,2018,11,5,4,0,0,0,127.94,1,0
2,0,0,2,0,0,0,30,2018,6,2,3,0,0,0,140.0,0,1
1,0,0,5,0,0,0,230,2018,9,6,4,0,0,0,111.0,0,0
2,0,2,1,1,0,0,103,2017,7,18,3,0,0,0,94.5,0,0
2,0,1,2,0,0,3,185,2018,12,16,4,0,0,0,103.5,0,1
2,0,0,2,0,0,3,185,2018,10,5,4,0,0,0,122.4,1,0
2,0,1,2,0,0,0,117,2018,6,3,4,0,0,0,126.9,0,1
2,0,2,1,0,0,3,50,2018,11,13,4,0,0,0,114.0,2,1
1,0,0,1,3,0,0,15,2018,1,21,4,0,0,0,75.0,1,1
2,2,1,3,1,0,5,138,2018,7,4,4,0,0,0,218.03,0,0
2,0,2,4,0,0,0,4,2018,11,27,4,0,0,0,80.79,1,1
3,0,1,2,0,1,3,160,2018,8,22,4,0,0,0,146.7,0,0
2,0,0,4,0,0,0,36,2018,10,26,4,0,0,0,129.0,1,0
1,0,1,0,3,0,0,3,2018,6,27,3,0,0,0,124.0,0,1
1,0,0,1,0,0,0,93,2018,8,13,4,0,0,0,112.5,1,1
2,0,2,1,0,0,0,9,2018,8,14,4,0,0,0,116.27,1,1
2,0,0,2,3,0,3,15,2017,9,16,4,0,0,0,115.0,2,1
2,0,0,4,0,0,0,175,2018,10,4,3,0,0,0,82.28,0,0
2,0,0,1,3,0,0,7,2018,3,2,4,0,0,0,81.0,1,1
2,0,2,2,3,0,0,196,2018,7,31,4,0,0,0,80.75,1,1
2,0,2,1,1,0,0,138,2017,8,22,3,0,0,0,94.5,0,1
2,0,0,2,1,0,0,265,2018,6,24,4,0,0,0,109.0,0,0
2,1,0,2,0,0,0,86,2018,8,9,4,0,0,0,120.69,1,0
2,0,1,2,1,0,0,315,2018,9,30,3,0,0,0,160.0,0,0
1,0,1,2,1,0,0,161,2018,3,25,4,0,0,0,105.0,0,0
2,0,0,1,0,0,0,0,2018,1,7,1,1,2,9,0.0,1,1
1,0,0,3,0,0,0,166,2018,11,1,3,0,0,0,110.0,0,0
1,0,0,1,3,0,0,4,2018,9,20,4,0,0,0,122.4,0,1
2,0,0,2,3,0,0,21,2018,2,12,4,0,0,0,79.0,0,1
1,0,0,2,0,0,0,63,2018,1,19,3,0,0,0,71.0,0,1
2,0,1,2,0,0,0,52,2017,12,28,4,0,0,0,100.33,1,1
2,0,1,2,0,0,0,305,2018,11,4,3,0,0,0,89.0,0,0
2,0,1,1,0,0,0,3,2018,1,9,4,0,0,0,78.3,1,1
1,0,0,3,0,0,0,166,2018,11,1,3,0,0,0,110.0,0,0
2,0,0,1,3,0,0,6,2018,6,30,4,0,0,0,139.0,1,1
2,0,1,2,0,0,0,66,2018,9,5,4,0,0,0,102.0,2,1
2,0,1,2,0,0,3,189,2018,10,28,4,0,0,0,109.8,0,0
2,0,1,2,0,0,0,9,2018,2,5,3,0,0,0,66.0,0,1
2,0,1,2,0,0,0,199,2018,11,4,3,0,0,0,68.0,1,1
2,0,2,5,3,0,0,15,2018,11,22,4,0,0,0,77.35,2,0
2,0,1,2,0,0,0,127,2018,6,27,4,0,0,0,96.3,1,1
1,1,2,4,0,0,0,70,2018,4,3,4,0,0,0,64.67,1,1
2,0,0,3,0,0,0,37,2018,10,13,3,0,0,0,105.0,0,1
2,0,2,1,3,0,0,0,2018,6,18,4,0,0,0,129.0,2,1
2,0,1,2,0,0,0,80,2018,11,18,4,0,0,0,93.6,2,1
1,0,1,0,0,0,0,1,2018,5,16,4,0,0,0,105.0,0,0
2,0,0,1,0,0,0,1,2018,9,20,4,0,0,0,130.94,1,1
2,1,0,1,1,0,0,184,2018,8,17,4,0,0,0,164.25,1,0
1,0,0,1,0,0,0,14,2018,11,11,4,0,0,0,152.0,2,1
2,0,1,4,0,0,0,118,2017,12,28,4,0,0,0,110.8,2,1
2,0,0,3,0,0,0,276,2018,9,22,3,0,0,0,95.0,0,0
2,0,0,3,0,0,0,214,2018,9,29,4,0,0,0,120.9,0,0
2,0,2,3,0,0,0,268,2018,10,9,3,0,0,0,80.75,0,1
2,0,0,2,1,0,0,69,2017,9,22,3,0,0,0,106.0,0,1
1,0,0,3,0,0,0,15,2018,2,18,3,0,0,0,86.0,0,1
2,0,2,2,1,0,0,169,2018,4,22,3,0,0,0,106.0,0,0
2,0,1,3,0,0,0,287,2018,9,29,4,0,0,0,100.3,0,0
2,0,4,7,3,0,0,0,2018,12,9,4,0,0,0,71.25,0,1
2,0,1,2,3,0,0,128,2018,9,2,4,0,0,0,118.8,1,1
2,0,0,2,1,0,0,69,2017,9,22,3,0,0,0,106.0,0,1
2,0,0,3,0,0,3,46,2018,3,17,4,0,0,0,106.8,1,0
2,0,0,4,3,0,0,5,2018,12,14,4,0,0,0,66.3,2,1
1,0,2,6,0,0,0,7,2018,11,2,2,1,5,50,65.0,0,1
2,0,1,2,0,0,0,41,2017,10,16,4,0,0,0,105.9,2,1
2,0,1,3,0,0,3,0,2017,9,21,4,0,0,0,155.0,1,1
2,0,2,2,3,0,0,96,2018,4,10,4,0,0,0,76.93,0,1
2,0,1,3,0,0,1,121,2018,2,15,4,0,0,0,58.91,2,1
2,0,0,4,0,0,3,112,2018,12,6,4,0,0,0,97.75,1,0
2,0,2,2,3,0,0,70,2018,12,3,4,0,0,0,74.8,1,1
3,0,0,3,0,0,3,128,2018,10,11,4,0,0,0,151.2,1,0
3,0,0,4,0,1,3,62,2018,7,26,4,0,0,0,146.7,2,1
3,0,0,3,1,0,3,43,2018,11,1,4,0,0,0,194.3,2,1
2,0,0,2,0,0,3,26,2018,11,17,4,0,0,0,123.0,2,1
1,0,1,0,3,0,0,6,2018,2,1,4,0,0,0,81.0,0,1
2,0,3,5,3,0,0,7,2018,11,27,4,0,0,0,76.29,0,0
2,0,0,2,1,0,0,0,2017,8,14,3,0,0,0,109.0,0,1
2,0,2,1,3,0,0,24,2018,12,4,4,0,0,0,88.0,2,1
2,0,0,1,0,0,0,0,2018,9,27,2,0,0,0,160.0,0,1
2,0,0,3,3,0,0,0,2018,5,26,4,0,0,0,149.0,0,1
2,0,0,1,0,0,4,181,2018,10,11,4,0,0,0,250.0,0,0
2,1,2,2,0,0,0,51,2018,11,4,4,0,0,0,148.75,1,1
2,0,0,2,1,0,0,63,2017,9,4,3,0,0,0,116.0,0,1
2,0,0,2,0,0,3,58,2018,9,27,4,0,0,0,115.04,2,1
1,0,0,1,0,0,3,9,2018,12,7,4,0,0,0,114.0,1,1
2,0,1,5,0,0,0,124,2018,8,8,4,0,0,0,114.3,0,0
2,0,2,2,0,0,0,108,2018,7,10,3,0,0,0,72.25,0,1
1,0,2,3,0,0,0,304,2018,12,29,3,0,0,0,70.0,1,1
2,0,0,3,0,0,0,304,2018,11,3,3,0,0,0,89.0,0,0
1,0,0,2,0,0,0,32,2017,11,20,3,0,0,0,73.0,0,1
2,0,2,5,0,0,0,163,2018,9,10,3,0,0,0,96.88,0,1
2,0,0,2,1,0,0,320,2018,8,18,4,0,0,0,115.0,1,0
2,0,0,2,3,0,0,20,2018,2,12,4,0,0,0,79.0,0,0
2,0,2,3,0,0,0,89,2018,6,26,4,0,0,0,107.1,3,1
2,0,2,5,1,0,3,87,2018,9,6,4,0,0,0,183.6,1,1
2,0,1,2,0,0,0,90,2018,3,25,4,0,0,0,96.3,0,1
2,0,1,3,0,0,0,250,2018,9,26,3,0,0,0,95.0,0,0
2,0,0,3,1,0,0,11,2018,5,24,3,0,0,0,160.0,0,1
2,0,2,1,3,0,0,120,2018,12,4,4,0,0,0,79.2,0,0
2,0,2,5,0,0,0,141,2018,7,3,4,0,0,0,111.68,1,1
2,2,0,1,0,0,5,38,2017,10,20,4,0,0,0,179.3,4,1
2,0,2,1,3,0,0,95,2018,10,2,4,0,0,0,108.0,2,1
